Date,Open,High,Low,Close,Adj Close,Volume
2018-10-15,43.419998,43.770000,43.070000,43.470001,37.447105,11986800
2018-10-16,45.740002,46.200001,44.480000,45.939999,39.574894,24174900
2018-10-17,45.959999,47.840000,45.529999,47.189999,40.651691,22121900
2018-10-18,46.910000,47.490002,45.750000,46.029999,39.652412,14873900
2018-10-19,46.070000,46.730000,45.639999,46.419998,39.988373,14931200
2018-10-22,46.430000,46.720001,45.090000,45.110001,38.859886,11166700
2018-10-23,44.020000,44.810001,43.310001,44.520000,38.351627,15095300
2018-10-24,44.790001,44.799999,43.330002,43.490002,37.464352,15067400
2018-10-25,43.959999,44.959999,43.950001,44.549999,38.377476,13838500
2018-10-26,43.770000,44.520000,43.250000,43.970001,37.877831,12997100
2018-10-29,44.590000,45.080002,43.290001,43.950001,37.860600,12869800
2018-10-30,44.000000,44.590000,43.560001,44.500000,38.597870,14780300
2018-10-31,45.139999,46.340000,45.110001,45.660000,39.604023,16928300
2018-11-01,45.820000,46.200001,45.450001,45.889999,39.803513,8679900
2018-11-02,46.500000,46.950001,45.540001,45.950001,39.855549,10478800
2018-11-05,46.020000,46.360001,45.630001,45.820000,39.742798,12318900
2018-11-06,45.779999,46.070000,45.290001,45.720001,39.656055,10737300
2018-11-07,46.189999,46.810001,45.630001,46.610001,40.428013,9951200
2018-11-08,46.330002,46.849998,46.200001,46.430000,40.271889,9484100
2018-11-09,46.360001,46.439999,45.650002,45.730000,39.664730,10017900
2018-11-12,45.520000,45.849998,43.919998,44.130001,38.276947,14302000
2018-11-13,43.610001,45.130001,43.430000,44.680000,38.753994,12346100
2018-11-14,45.090000,46.750000,43.049999,43.849998,38.034077,13265200
2018-11-15,43.349998,44.470001,43.099998,44.299999,38.424397,14057400
2018-11-16,43.990002,44.340000,43.470001,44.130001,38.276947,9775000
2018-11-19,44.169998,44.790001,44.040001,44.410000,38.519802,9856700
2018-11-20,43.889999,44.009998,42.540001,43.099998,37.383541,16035600
2018-11-21,43.290001,44.230000,43.150002,43.730000,37.929993,7961900
2018-11-23,43.279999,43.610001,43.049999,43.080002,37.366215,4822400
2018-11-26,43.720001,44.700001,43.720001,44.279999,38.407043,8862900
2018-11-27,44.020000,44.400002,43.830002,44.049999,38.207550,8035900
2018-11-28,44.290001,45.529999,43.669998,45.310001,39.300434,12380800
2018-11-29,44.900002,45.090000,44.320000,44.509998,38.606541,9202900
2018-11-30,44.380001,44.610001,43.910000,44.389999,38.502457,11282500
2018-12-03,45.070000,46.139999,45.000000,45.410000,39.387169,15437000
2018-12-04,45.049999,45.169998,42.320000,43.119999,37.400894,18401400
2018-12-06,41.650002,42.730000,40.980000,42.610001,36.958542,17552400
2018-12-07,42.430000,43.060001,40.950001,41.320000,35.839645,15499400
2018-12-10,41.090000,41.419998,39.560001,40.709999,35.310543,16323200
2018-12-11,41.520000,41.880001,40.180000,40.619999,35.232487,13619400
2018-12-12,41.110001,41.759998,40.799999,40.810001,35.397285,14207600
2018-12-13,40.880001,41.119999,40.330002,40.599998,35.215130,15964600
2018-12-14,40.070000,40.939999,39.529999,39.639999,34.382469,17332200
2018-12-17,39.290001,40.660000,39.020000,39.599998,34.347763,15786300
2018-12-18,39.950001,40.820000,39.639999,39.889999,34.599300,14538300
2018-12-19,39.900002,41.080002,38.840000,39.299999,34.087551,19412300
2018-12-20,38.889999,39.660000,38.560001,38.910000,33.749287,27520300
2018-12-21,38.410000,39.720001,37.490002,37.680000,32.682411,21528400
2018-12-24,37.610001,38.000000,36.740002,37.009998,32.101284,11444400
2018-12-26,37.279999,39.400002,36.779999,39.299999,34.087551,16814200
2018-12-27,38.480000,39.770000,38.330002,39.660000,34.399811,13897900
2018-12-28,39.939999,40.000000,38.939999,39.369999,34.148262,12854200
2018-12-31,39.669998,40.080002,39.070000,39.650002,34.391140,9518100
2019-01-02,39.020000,40.720001,38.759998,40.400002,35.041664,10648000
2019-01-03,40.220001,40.220001,39.250000,39.680000,34.417164,13034500
2019-01-04,40.500000,41.580002,40.279999,41.299999,35.822292,14371600
2019-01-07,41.509998,42.160000,40.980000,41.709999,36.177917,11812400
2019-01-08,42.299999,42.410000,41.080002,41.450001,35.952396,11398200
2019-01-09,41.910000,42.209999,41.250000,41.740002,36.203922,9223000
2019-01-10,41.380001,41.959999,41.240002,41.660000,36.134548,7560800
2019-01-11,41.279999,41.869999,40.959999,41.740002,36.203922,8191900
2019-01-14,41.310001,42.790001,41.119999,42.480000,36.845791,12336300
2019-01-15,42.209999,42.990002,42.029999,42.880001,37.192734,11737000
2019-01-16,44.000000,45.110001,43.669998,44.490002,38.589191,30530400
2019-01-17,42.450001,43.180000,41.610001,42.529999,36.889156,47037200
2019-01-18,43.020000,43.770000,42.560001,43.689999,37.895306,20614400
2019-01-22,42.419998,42.740002,41.930000,42.410000,36.785069,20202400
2019-01-23,42.520000,42.619999,41.660000,42.150002,36.559555,15583900
2019-01-24,41.950001,42.580002,41.840000,42.049999,36.472813,13421600
2019-01-25,42.669998,43.250000,42.549999,42.980000,37.279472,13422700
2019-01-28,42.439999,42.730000,42.060001,42.650002,36.993240,10396600
2019-01-29,42.529999,42.700001,42.110001,42.490002,36.854462,9916400
2019-01-30,42.349998,42.970001,42.070000,42.790001,37.378578,12347900
2019-01-31,42.299999,42.669998,42.180000,42.299999,36.950542,11163400
2019-02-01,42.299999,42.730000,41.790001,41.820000,36.531246,13322100
2019-02-04,41.900002,42.459999,41.680000,42.459999,37.090309,8715300
2019-02-05,42.380001,42.560001,42.220001,42.450001,37.081573,9971500
2019-02-06,42.299999,42.849998,42.090000,42.380001,37.020432,9744000
2019-02-07,42.110001,42.180000,41.040001,41.480000,36.234249,12745400
2019-02-08,41.029999,41.340000,40.119999,40.810001,35.648987,13993900
2019-02-11,41.000000,41.080002,40.189999,40.209999,35.124859,17058300
2019-02-12,40.650002,41.500000,40.650002,41.150002,35.945976,12400800
2019-02-13,41.500000,42.029999,41.160000,41.189999,35.980919,9528300
2019-02-14,40.810001,41.529999,40.279999,40.720001,35.570362,10414200
2019-02-15,41.160000,42.080002,41.130001,41.990002,36.679749,13289700
2019-02-19,41.580002,42.279999,41.430000,42.160000,36.828247,9401700
2019-02-20,42.090000,42.480000,42.020000,42.419998,37.055363,10031600
2019-02-21,42.389999,42.520000,41.689999,41.959999,36.653538,9603600
2019-02-22,42.049999,42.240002,41.599998,41.790001,36.505043,10132100
2019-02-25,42.130001,42.860001,42.110001,42.189999,36.854458,10804700
2019-02-26,41.980000,42.680000,41.630001,42.410000,37.046631,10404400
2019-02-27,42.470001,42.709999,42.250000,42.560001,37.177670,6916600
2019-02-28,42.490002,42.619999,41.840000,41.980000,36.671009,12299900
2019-03-01,42.349998,42.869999,42.349998,42.500000,37.125252,12336100
2019-03-04,42.549999,43.099998,41.799999,42.000000,36.688480,12115100
2019-03-05,41.980000,42.040001,41.189999,41.900002,36.601128,10449100
2019-03-06,41.830002,42.090000,41.590000,41.619999,36.356544,7062700
2019-03-07,41.320000,41.349998,40.630001,41.169998,35.963444,12502100
2019-03-08,40.580002,41.500000,40.400002,41.360001,36.129425,11748400
2019-03-11,41.700001,42.209999,41.660000,41.849998,36.557449,7191600
2019-03-12,41.950001,42.189999,41.820000,42.029999,36.714695,7204400
2019-03-13,42.400002,42.650002,42.200001,42.410000,37.046631,9269000
2019-03-14,42.299999,42.919998,42.299999,42.689999,37.291229,8351200
2019-03-15,42.680000,43.470001,42.540001,43.330002,37.850292,18992600
2019-03-18,43.470001,44.209999,43.470001,44.029999,38.461765,10305900
2019-03-19,44.619999,44.889999,43.880001,43.950001,38.391876,12548500
2019-03-20,43.740002,43.799999,42.930000,43.029999,37.588226,15078500
2019-03-21,42.590000,43.630001,42.200001,43.130001,37.675579,14576200
2019-03-22,42.560001,42.720001,41.279999,41.720001,36.443893,25416800
2019-03-25,41.709999,41.930000,40.910000,41.250000,36.033333,14504100
2019-03-26,41.709999,42.230000,41.340000,41.880001,36.583668,9615400
2019-03-27,41.820000,42.049999,41.290001,41.369999,36.138149,11251600
2019-03-28,41.490002,41.970001,41.380001,41.930000,36.627335,8397000
2019-03-29,42.480000,42.630001,41.970001,42.200001,36.863186,11811400
2019-04-01,42.779999,43.950001,42.750000,43.529999,38.024990,25813300
2019-04-02,43.430000,43.889999,43.209999,43.700001,38.173500,13101200
2019-04-03,44.250000,44.639999,44.040001,44.380001,38.767502,11712100
2019-04-04,44.330002,45.240002,44.330002,44.930000,39.247948,9119900
2019-04-05,45.130001,45.380001,44.730000,44.900002,39.221737,8633900
2019-04-08,44.650002,44.990002,44.360001,44.980000,39.291622,10898900
2019-04-09,44.650002,44.669998,43.950001,44.259998,38.662674,7436200
2019-04-10,44.320000,44.619999,44.099998,44.450001,38.828651,6703400
2019-04-11,44.740002,45.080002,44.470001,44.799999,39.134388,7872700
2019-04-12,45.889999,47.070000,45.869999,46.689999,40.785362,21641900
2019-04-15,46.470001,46.790001,45.919998,46.080002,40.252510,11669000
2019-04-16,46.380001,47.090000,46.189999,47.020000,41.073635,13358600
2019-04-17,47.849998,48.549999,47.130001,48.259998,42.156826,19610000
2019-04-18,47.790001,48.139999,47.290001,47.549999,41.536613,19906500
2019-04-22,47.369999,47.450001,46.980000,47.290001,41.309486,7042100
2019-04-23,47.090000,47.450001,46.849998,47.349998,41.361900,8163700
2019-04-24,47.130001,47.610001,47.049999,47.380001,41.388107,9042500
2019-04-25,47.209999,47.740002,47.009998,47.290001,41.309486,5585900
2019-04-26,47.400002,47.919998,47.230000,47.889999,41.833607,7661100
2019-04-29,47.849998,48.669998,47.750000,48.459999,42.598377,9702200
2019-04-30,48.500000,48.619999,47.860001,48.250000,42.413769,8104600
2019-05-01,48.200001,48.619999,47.410000,47.570000,41.816021,9056300
2019-05-02,47.669998,48.029999,47.400002,47.810001,42.027000,7680500
2019-05-03,48.029999,48.490002,47.820000,48.060001,42.246761,5829700
2019-05-06,46.970001,47.860001,46.840000,47.709999,41.939095,6310000
2019-05-07,47.139999,47.200001,46.250000,46.709999,41.060051,10365100
2019-05-08,46.509998,47.189999,46.470001,46.529999,40.901825,7340300
2019-05-09,45.910000,46.490002,45.490002,46.450001,40.831497,8102300
2019-05-10,46.250000,46.419998,45.709999,46.340000,40.734802,9749200
2019-05-13,45.200001,45.270000,43.939999,44.180000,38.836079,16506200
2019-05-14,44.180000,44.590000,43.980000,44.009998,38.686634,17302200
2019-05-15,43.279999,44.279999,42.860001,43.900002,38.589947,10703100
2019-05-16,44.060001,44.720001,43.919998,44.279999,38.923977,9305000
2019-05-17,43.520000,44.320000,43.500000,43.880001,38.572365,8411700
2019-05-20,43.490002,44.160000,43.330002,43.869999,38.563568,8951600
2019-05-21,44.240002,44.529999,44.139999,44.389999,39.020668,5936200
2019-05-22,44.110001,44.299999,43.430000,43.490002,38.229538,10109600
2019-05-23,42.750000,42.820000,42.150002,42.709999,37.543880,13128900
2019-05-24,43.029999,43.200001,42.689999,42.959999,37.763649,6172300
2019-05-28,42.849998,43.070000,42.160000,42.169998,37.069202,10539500
2019-05-29,41.740002,42.240002,41.570000,42.189999,37.086781,9808700
2019-05-30,42.459999,42.630001,41.529999,41.830002,36.770332,7797200
2019-05-31,41.110001,41.279999,40.599998,40.689999,35.768219,11328600
2019-06-03,40.709999,41.090000,40.430000,40.730000,35.803383,10133200
2019-06-04,41.430000,42.570000,41.380001,42.480000,37.341709,11860900
2019-06-05,42.500000,42.669998,41.950001,42.430000,37.297756,6421300
2019-06-06,42.250000,42.990002,42.150002,42.810001,37.631794,5741500
2019-06-07,42.669998,43.070000,42.580002,42.700001,37.535095,7546200
2019-06-10,43.240002,43.840000,43.200001,43.290001,38.053734,8693100
2019-06-11,43.770000,44.180000,43.410000,43.669998,38.387760,10654600
2019-06-12,43.439999,43.439999,42.540001,42.619999,37.464764,8073800
2019-06-13,42.680000,43.220001,42.540001,42.950001,37.754848,7530900
2019-06-14,43.189999,43.220001,42.509998,42.820000,37.640575,7102600
2019-06-17,42.730000,43.080002,42.439999,42.509998,37.368080,5658700
2019-06-18,42.570000,43.810001,42.439999,43.340000,38.097679,10094500
2019-06-19,43.700001,43.910000,43.110001,43.139999,37.921875,8034300
2019-06-20,43.599998,43.950001,42.990002,43.459999,38.203167,9922800
2019-06-21,43.580002,44.169998,43.439999,43.580002,38.308651,18450800
2019-06-24,43.500000,43.900002,42.990002,43.070000,37.860336,8141400
2019-06-25,42.970001,43.000000,42.240002,42.660000,37.499943,10232900
2019-06-26,42.779999,43.290001,42.750000,42.990002,37.790024,7826400
2019-06-27,43.299999,43.650002,43.080002,43.490002,38.229538,7459800
2019-06-28,44.200001,44.570000,43.740002,43.810001,38.510834,15445600
2019-07-01,44.590000,45.060001,43.520000,43.950001,38.633892,12197700
2019-07-02,43.700001,43.930000,43.400002,43.830002,38.528404,8234800
2019-07-03,43.950001,44.150002,43.820000,43.990002,38.669060,4470800
2019-07-05,44.490002,44.820000,44.070000,44.209999,38.862446,6276000
2019-07-08,43.590000,43.959999,43.290001,43.490002,38.229538,7060200
2019-07-09,43.080002,43.869999,43.020000,43.779999,38.484463,5941900
2019-07-10,43.759998,43.980000,43.240002,43.310001,38.071308,5311000
2019-07-11,43.490002,44.330002,43.380001,44.180000,38.836079,8799200
2019-07-12,44.549999,44.900002,44.380001,44.869999,39.442612,9565700
2019-07-15,45.009998,45.009998,44.290001,44.430000,39.055836,7870700
2019-07-16,44.799999,45.060001,44.270000,44.430000,39.055836,10170900
2019-07-17,44.259998,44.320000,43.660000,43.770000,38.475666,9131800
2019-07-18,43.669998,44.520000,43.509998,44.430000,39.055836,11185800
2019-07-19,44.349998,44.709999,44.330002,44.389999,39.020668,10083600
2019-07-22,44.220001,44.599998,43.939999,44.500000,39.117374,7091800
2019-07-23,44.770000,45.290001,44.770000,45.099998,39.644787,9859600
2019-07-24,44.889999,45.709999,44.860001,45.500000,39.996410,8092200
2019-07-25,45.500000,45.570000,44.599998,44.869999,39.442612,8733800
2019-07-26,44.990002,45.770000,44.910000,45.740002,40.207382,8321000
2019-07-29,45.639999,45.730000,45.070000,45.230000,39.759075,8667000
2019-07-30,44.610001,44.849998,44.169998,44.669998,39.573029,7339100
2019-07-31,44.700001,44.990002,44.279999,44.560001,39.475586,8317100
2019-08-01,44.419998,44.740002,42.689999,42.930000,38.031570,12963900
2019-08-02,42.730000,42.750000,41.240002,42.119999,37.313988,16089900
2019-08-05,40.930000,41.000000,39.939999,40.490002,35.869984,15311100
2019-08-06,40.950001,41.330002,40.470001,41.220001,36.516689,10481200
2019-08-07,40.270000,40.660000,39.470001,40.560001,35.931995,14108500
2019-08-08,41.009998,41.459999,40.639999,41.270000,36.560974,9884400
2019-08-09,40.990002,41.820000,40.650002,41.500000,36.764736,11011400
2019-08-12,40.770000,40.900002,40.160000,40.360001,35.754818,8775000
2019-08-13,40.389999,41.330002,40.080002,40.689999,36.047157,10896700
2019-08-14,39.570000,39.570000,38.840000,39.330002,34.842346,17133400
2019-08-15,39.430000,39.590000,38.759998,39.099998,34.638584,10818600
2019-08-16,39.529999,40.189999,39.419998,39.939999,35.382729,9742800
2019-08-19,40.740002,40.830002,40.230000,40.369999,35.763676,7803000
2019-08-20,40.040001,40.290001,39.830002,39.900002,35.347305,11350000
2019-08-21,40.480000,40.529999,39.830002,39.939999,35.382729,9876100
2019-08-22,40.360001,40.419998,39.919998,40.270000,35.675083,8126000
2019-08-23,40.049999,40.400002,39.110001,39.330002,34.842346,12310800
2019-08-26,39.840000,40.270000,39.700001,40.160000,35.577629,10408600
2019-08-27,40.250000,40.340000,39.450001,39.790001,35.249847,8742900
2019-08-28,39.400002,40.700001,39.349998,40.380001,35.772530,9881900
2019-08-29,40.889999,41.500000,40.869999,41.290001,36.578693,12191900
2019-08-30,41.680000,41.869999,41.299999,41.490002,36.755886,7427000
2019-09-03,41.040001,41.090000,40.349998,40.990002,36.312927,8675300
2019-09-04,41.439999,41.689999,41.299999,41.529999,36.791298,6829900
2019-09-05,42.299999,43.110001,42.299999,42.470001,37.624062,8101600
2019-09-06,42.470001,42.549999,42.009998,42.180000,37.367149,7012700
2019-09-09,42.540001,43.490002,42.540001,43.110001,38.191029,11888800
2019-09-10,43.279999,43.810001,43.060001,43.580002,38.607403,12292700
2019-09-11,43.740002,43.939999,43.209999,43.939999,38.926319,9877900
2019-09-12,43.509998,44.439999,43.380001,44.320000,39.262974,13254300
2019-09-13,44.950001,45.450001,44.730000,45.160000,40.007118,11364500
2019-09-16,44.490002,45.049999,44.349998,44.750000,39.643902,6289800
2019-09-17,44.500000,44.500000,43.549999,44.209999,39.165524,9768500
2019-09-18,43.910000,44.490002,43.650002,44.360001,39.298401,8283800
2019-09-19,44.209999,44.470001,43.910000,44.020000,38.997196,6403500
2019-09-20,44.220001,44.599998,43.630001,43.669998,38.687130,22404600
2019-09-23,43.270000,43.779999,42.939999,43.560001,38.589691,7114600
2019-09-24,43.770000,43.770000,42.369999,42.540001,37.686069,11246400
2019-09-25,42.349998,43.160000,42.349998,43.040001,38.129021,6909400
2019-09-26,42.959999,43.009998,42.580002,42.619999,37.756939,5343800
2019-09-27,42.959999,43.180000,42.500000,42.840000,37.951839,8005200
2019-09-30,43.070000,43.200001,42.580002,42.669998,37.801235,6213700
2019-10-01,42.509998,42.650002,41.250000,41.380001,36.658424,13437200
2019-10-02,41.040001,41.090000,40.090000,40.230000,35.639645,12052500
2019-10-03,40.049999,40.299999,39.299999,40.250000,35.657364,12293600
2019-10-04,40.340000,40.820000,40.180000,40.779999,36.126888,5631400
2019-10-07,40.599998,41.110001,40.549999,40.680000,36.038300,6323600
2019-10-08,40.049999,40.200001,39.689999,39.820000,35.276436,8309000
2019-10-09,40.189999,40.650002,40.029999,40.439999,35.825680,8955700
2019-10-10,40.860001,41.410000,40.750000,41.049999,36.366074,8207100
2019-10-11,42.000000,42.590000,41.900002,41.930000,37.145668,14914600
2019-10-14,41.770000,42.310001,41.680000,42.250000,37.429157,6644500
2019-10-15,42.389999,42.919998,41.910000,42.529999,37.677208,10112800
2019-10-16,42.590000,43.150002,42.450001,42.790001,37.907539,10088900
2019-10-17,44.369999,44.500000,43.439999,43.439999,38.483383,17965100
2019-10-18,43.529999,43.860001,43.230000,43.660000,38.678276,10493900
2019-10-21,44.080002,45.090000,44.080002,44.980000,39.847656,14244800
2019-10-22,44.849998,45.619999,44.570000,45.380001,40.202023,12366600
2019-10-23,45.130001,45.930000,45.099998,45.910000,40.671547,8328000
2019-10-24,46.000000,46.130001,45.509998,45.759998,40.538662,7469800
2019-10-25,45.700001,46.459999,45.610001,46.369999,41.079056,9576400
2019-10-28,46.490002,47.160000,46.470001,46.840000,41.495430,10276000
2019-10-29,46.529999,46.930000,46.529999,46.830002,41.486568,7773600
2019-10-30,46.259998,46.290001,45.830002,46.259998,41.290199,7101400
2019-10-31,45.950001,46.259998,45.330002,46.049999,41.102768,9414100
2019-11-01,46.520000,47.400002,46.459999,47.330002,42.245251,9765900
2019-11-04,47.990002,49.000000,47.880001,48.830002,43.584106,15965900
2019-11-05,48.970001,49.889999,48.680000,48.750000,43.512699,13894100
2019-11-06,48.740002,48.799999,48.240002,48.560001,43.343121,7872400
2019-11-07,49.119999,49.580002,48.570000,48.660000,43.432362,14501500
2019-11-08,48.639999,49.150002,48.290001,49.150002,43.869728,7966500
2019-11-11,48.860001,49.389999,48.709999,49.090000,43.816170,7107500
2019-11-12,49.070000,49.209999,48.770000,49.009998,43.744759,6400700
2019-11-13,48.520000,48.580002,48.189999,48.389999,43.191368,7022000
2019-11-14,48.320000,48.720001,48.209999,48.610001,43.387741,5836600
2019-11-15,48.869999,49.160000,48.720001,48.990002,43.726917,6439000
2019-11-18,48.840000,49.090000,48.560001,49.029999,43.762611,6446900
2019-11-19,49.220001,49.599998,49.209999,49.330002,44.030384,6980100
2019-11-20,48.959999,49.110001,48.389999,49.099998,43.825100,9138700
2019-11-21,49.250000,49.340000,48.730000,48.840000,43.593021,8353600
2019-11-22,48.939999,49.259998,48.820000,49.250000,43.958984,6609800
2019-11-25,49.349998,49.980000,49.320000,49.959999,44.592705,8461000
2019-11-26,49.919998,49.930000,49.070000,49.410000,44.101795,10360600
2019-11-27,49.630001,49.869999,49.500000,49.779999,44.432049,8614000
2019-11-29,49.700001,49.720001,49.369999,49.480000,44.164280,4138400
2019-12-02,49.580002,49.959999,49.060001,49.080002,43.807247,8117100
2019-12-03,48.410000,48.439999,47.439999,48.110001,42.941456,12217700
2019-12-04,48.360001,49.090000,48.169998,48.840000,43.593021,8608400
2019-12-05,49.139999,49.259998,48.950001,49.070000,43.798313,6680700
2019-12-06,49.840000,50.240002,49.730000,49.799999,44.449898,9487300
2019-12-09,49.529999,49.900002,49.430000,49.599998,44.271385,6382300
2019-12-10,49.529999,49.930000,49.270000,49.669998,44.333858,10009600
2019-12-11,49.660000,49.790001,49.419998,49.450001,44.137497,6296300
2019-12-12,49.650002,50.869999,49.470001,50.689999,45.244282,11553400
2019-12-13,50.740002,51.150002,50.139999,50.240002,44.842628,10191200
2019-12-16,50.770000,51.119999,50.599998,50.720001,45.271057,11007500
2019-12-17,50.820000,51.220001,50.770000,50.900002,45.431717,10446000
2019-12-18,51.000000,51.119999,50.639999,50.660000,45.217495,9513000
2019-12-19,50.650002,51.000000,50.549999,50.860001,45.396019,9222000
2019-12-20,51.439999,51.439999,50.660000,50.689999,45.244282,18742900
2019-12-23,50.910000,51.099998,50.709999,50.720001,45.271057,6547600
2019-12-24,50.830002,50.930000,50.570000,50.689999,45.244282,2087800
2019-12-26,50.970001,51.290001,50.860001,51.110001,45.619164,5517400
2019-12-27,51.330002,51.330002,50.930000,51.090000,45.601303,4116900
2019-12-30,51.360001,51.380001,50.919998,50.959999,45.485268,4532800
2019-12-31,50.959999,51.130001,50.740002,51.119999,45.628086,5131600
2020-01-02,51.200001,52.060001,51.169998,52.040001,46.449249,7808000
2020-01-03,51.220001,51.450001,50.830002,51.200001,45.699493,6706000
2020-01-06,50.669998,51.040001,50.459999,51.020000,45.538830,7476700
2020-01-07,51.040001,51.189999,50.709999,50.919998,45.449570,4538100
2020-01-08,50.959999,51.790001,50.900002,51.570000,46.029732,6185200
2020-01-09,52.169998,52.250000,51.820000,52.060001,46.467102,7308000
2020-01-10,52.150002,52.470001,51.919998,52.209999,46.600979,7686800
2020-01-13,52.209999,52.779999,52.070000,52.779999,47.109753,8334200
2020-01-14,53.060001,53.250000,52.680000,52.860001,47.181152,9602000
2020-01-15,52.480000,52.939999,52.110001,52.939999,47.252552,11342500
2020-01-16,56.049999,57.360001,55.650002,56.439999,50.376545,34590700
2020-01-17,56.259998,57.570000,56.180000,57.509998,51.331593,15403900
2020-01-21,55.880001,56.480000,55.180000,55.919998,49.912403,20833900
2020-01-22,56.180000,56.509998,55.849998,55.860001,49.858852,10276800
2020-01-23,55.220001,55.650002,54.799999,55.529999,49.564304,10064500
2020-01-24,55.529999,55.610001,54.099998,54.549999,48.689594,9752000
2020-01-27,53.000000,53.689999,52.860001,53.110001,47.404305,10649100
